Count,lambda,t,A,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60
103,13,0.2,1.2,-0.57878111,-0.627305957,-0.648322009,-0.660343965,-0.667855057,-0.673540487,-0.676936929,-0.681007305,-0.687435897,-0.693892308,-0.701412587,-0.710064103,-0.719784641,-0.730923077,-0.742830769,-0.75227382,-0.750143891,-0.732082051,-0.705934413,-0.677717099,-0.650054941,-0.623480875,-0.598475018,-0.57511057,-0.553329231,-0.532952663,-0.513920228,-0.496126374,-0.479458886,-0.463805446,0.004489692,0.009979846,0.015804615,0.022395385,0.029721538,0.037764615,0.047624615,0.059027692,0.072043077,0.088529231,0.109372308,0.136841538,0.175153846,0.233015385,0.330815385,0.517707692,0.864369231,1.348553846,1.887538462,2.442,2.998769231,3.554153846,4.106,4.653384615,5.196,5.733846154,6.266615385,6.794461538,7.317230769,7.835230769
104,12,0.8,1.7,-0.595146935,-0.611817196,-0.614311906,-0.614644107,-0.614956325,-0.615335463,-0.615864549,-0.616357574,-0.616836451,-0.617269545,-0.617793271,-0.618213393,-0.618607335,-0.618968802,-0.61930429,-0.619608252,-0.619876446,-0.620125961,-0.620303589,-0.620380095,-0.620449313,-0.620353111,-0.620207291,-0.619886087,-0.619430553,-0.618894659,-0.618126814,-0.617128059,-0.61596827,-0.614472412,0.116873333,0.239866667,0.366433333,0.497916667,0.634633333,0.776966667,0.925316667,1.080166667,1.241983333,1.41135,1.588866667,1.775166667,1.971166667,2.177666667,2.395333333,2.6255,2.869333333,3.128,3.403,3.696,4.009,4.343666667,4.702833333,5.088666667,5.504166667,5.952833333,6.437833333,6.963333333,7.533333333,8.1525
105,16,0.2,0.6,-0.674322289,-0.703398089,-0.695738743,-0.590194056,-0.48618,-0.4101875,-0.35375,-0.31028125,-0.276013889,-0.2484,-0.225659091,-0.206614583,-0.190442308,-0.176535714,-0.164458333,-0.153875,-0.144514706,-0.136180556,-0.128730263,-0.12198125,-0.115934524,-0.110277825,-0.105048639,-0.10035413,-0.096240376,-0.092447478,-0.088931068,-0.085661994,-0.082579088,-0.079788342,0.02236375,0.0728225,0.2532625,0.7061375,1.229825,1.757625,2.281875,2.801625,3.31625,3.8255,4.329625,4.8285,5.32225,5.810875,6.2945,6.773125,7.246875,7.715875,8.18,8.6395,9.094375,9.5435,9.97575,10.327,10.527,10.669625,10.79525,10.905875,11.0195,11.130125
107,21,0.7,0.6,-0.465553015,-0.405251381,-0.337343661,-0.279387604,-0.23432381,-0.199873016,-0.172857143,-0.151464286,-0.134190476,-0.119980952,-0.108112554,-0.098055556,-0.089435897,-0.081993197,-0.075492063,-0.069702381,-0.064593838,-0.06005291,-0.055839599,-0.05214534,-0.048845753,-0.045930736,-0.043393648,-0.041188842,-0.0392,-0.037361269,-0.03569539,-0.034081633,-0.032545156,-0.031111111,0.52247619,1.354,2.476857143,3.764952381,5.120666667,6.498,7.88047619,9.257809524,10.62571429,11.98380952,13.32952381,14.66190476,15.98285714,17.29047619,18.5847619,19.86666667,21.1352381,22.39142857,23.62761905,24.81238095,25.92,26.89714286,27.71428571,28.30571429,28.74857143,29.12285714,29.45238095,29.7552381,30.06285714,30.36095238
108,21,0.2,1.1,-0.613196568,-0.675197737,-0.703787686,-0.731507632,-0.765917746,-0.759095238,-0.676421769,-0.597320238,-0.534325926,-0.483018095,-0.44008658,-0.403833333,-0.372981685,-0.346435374,-0.323339683,-0.303077381,-0.285170868,-0.269253968,-0.254937343,-0.242047619,-0.230385488,-0.21978355,-0.210020704,-0.201150794,-0.19272381,-0.185018315,-0.178059965,-0.171564626,-0.165615764,-0.160031746,0.003945429,0.010425714,0.02010381,0.037945714,0.087981905,0.310409524,0.689,1.081809524,1.473047619,1.860761905,2.244857143,2.625047619,3.001428571,3.373904762,3.742571429,4.10752381,4.468761905,4.826190476,5.180095238,5.53047619,5.877238095,6.22047619,6.560380952,6.896857143,7.228,7.544666667,7.769142857,7.906380952,8.018666667,8.117238095
109,14,1.8,0.4,-0.021263218,-0.015280754,-0.010053817,-0.005279326,-0.000914416,0.003119345,0.006816883,0.010232143,0.013367201,0.016273753,0.018950513,0.021443029,0.023738872,0.025859782,0.027755024,0.029172248,0.030097495,0.030615971,0.030904579,0.031109365,0.03109055,0.030911098,0.03062302,0.030357143,0.030287445,0.030497857,0.031164021,0.031887755,0.032660099,0.033428571,5.148857143,10.34328571,15.56,20.79,26.02714286,31.26,36.48428571,41.69428571,46.88428571,52.05,57.19,62.3,67.37714286,72.42142857,77.37285714,82.10142857,86.53,90.65714286,94.42142857,97.97714286,101.1871429,104.1757143,106.8928571,109.4814286,111.71,113.73,115.5371429,117.1042857,118.5814286,119.9328571
111,11,0.4,1.9,-0.526186029,-0.574670932,-0.592796944,-0.598174553,-0.598779336,-0.598400872,-0.59837981,-0.599100123,-0.600036358,-0.60090876,-0.601966617,-0.602802181,-0.603733221,-0.604687094,-0.605683471,-0.606703022,-0.607752352,-0.608786104,-0.609902411,-0.611025268,-0.612240305,-0.61339448,-0.614598482,-0.615876382,-0.61711751,-0.618437981,-0.619802047,-0.621179068,-0.622605316,-0.624124349,0.010414182,0.022092727,0.033601818,0.045354545,0.05746,0.069930909,0.08278,0.096030909,0.109716364,0.123863636,0.138503636,0.153661818,0.169369091,0.185654545,0.202581818,0.220163636,0.238490909,0.2576,0.277563636,0.298436364,0.320309091,0.343254545,0.367381818,0.3928,0.419618182,0.447981818,0.478072727,0.510036364,0.544109091,0.580527273
113,18,1.3,0.5,-0.194242525,-0.169888889,-0.148690692,-0.130027778,-0.113886358,-0.099962963,-0.087920635,-0.077486111,-0.068391159,-0.060440049,-0.053434343,-0.04725,-0.041752137,-0.036849206,-0.032444444,-0.028479167,-0.02496732,-0.021788778,-0.019062098,-0.016777778,-0.014814815,-0.013181152,-0.011835749,-0.010693949,-0.009555131,-0.008332977,-0.007119635,-0.005872783,-0.004673971,-0.003518258,2.252222222,4.716111111,7.330888889,10.06088889,12.86666667,15.72111111,18.60333333,21.49777778,24.39333333,27.28444444,30.16333333,33.02666667,35.87222222,38.69888889,41.50333333,44.28444444,46.97777778,49.56,51.95111111,54.18444444,56.25666667,58.11444444,59.75333333,61.15111111,62.35333333,63.37888889,64.27111111,65.07,65.82,66.48444444
115,18,1.8,2,-0.565529162,-0.572476249,-0.571407413,-0.569131208,-0.566642227,-0.564240741,-0.561514045,-0.558714067,-0.555709172,-0.552527497,-0.549146551,-0.545560596,-0.541748568,-0.537727165,-0.533417272,-0.528955628,-0.524209856,-0.519230912,-0.514005029,-0.508538415,-0.502518385,-0.496172104,-0.489668164,-0.483117304,-0.476452029,-0.469653846,-0.462666776,-0.455626984,-0.448605364,-0.441553103,0.6896,1.416333333,2.171888889,2.962,3.788777778,4.654444444,5.561555556,6.512666667,7.510444444,8.557777778,9.657222222,10.812,12.02444444,13.29777778,14.63555556,16.03888889,17.51111111,19.05333333,20.66777778,22.35444444,24.03,25.72777778,27.46777778,29.25444444,31.08444444,32.92333333,34.76666667,36.63333333,38.52888889,40.44777778
118,13,0.6,0.6,-0.539452656,-0.525730328,-0.505630192,-0.480048456,-0.450392271,-0.418472269,-0.386296402,-0.355744231,-0.327415385,-0.301843077,-0.279,-0.258666667,-0.240568047,-0.224428571,-0.209979487,-0.197009615,-0.185321267,-0.17474359,-0.165149798,-0.156446154,-0.14843956,-0.140972028,-0.134153846,-0.128057692,-0.1226263,-0.117667594,-0.112921604,-0.108449621,-0.104232973,-0.100399959,0.487846154,1.106446154,1.886769231,2.866,4.056,5.44,6.977846154,8.621538462,10.33584615,12.09015385,13.86507692,15.64923077,17.43230769,19.21076923,20.98153846,22.74153846,24.48923077,26.22307692,27.90923077,29.53384615,31.11076923,32.58307692,33.96769231,35.23538462,36.37230769,37.42461538,38.28769231,39.02,39.66769231,40.23384615
119,4,0.2,0.7,-0.607099819,-0.613531047,-0.614507513,-0.615164037,-0.615808455,-0.616528926,-0.617200916,-0.617855131,-0.618530885,-0.619271798,-0.619986342,-0.620691094,-0.621480026,-0.62220553,-0.622988582,-0.623779419,-0.624602333,-0.62539294,-0.626162806,-0.626996445,-0.627822148,-0.628663754,-0.629519187,-0.630399867,-0.631297557,-0.632171737,-0.633073786,-0.633982839,-0.635007768,-0.635925246,0.030329,0.06158,0.093565,0.12642,0.16018,0.1949,0.230635,0.26744,0.30538,0.34453,0.384955,0.42674,0.46997,0.51475,0.56115,0.60935,0.6594,0.71145,0.7657,0.82225,0.88135,0.9431,1.00785,1.07575,1.1471,1.2222,1.3014,1.38515,1.4738,1.56785
120,6,0.5,0.9,-0.602518707,-0.606120747,-0.606470981,-0.606495997,-0.606711588,-0.606793418,-0.606833127,-0.606946298,-0.606997257,-0.606984423,-0.606962006,-0.60699394,-0.606881687,-0.606761651,-0.606577426,-0.606387192,-0.606121248,-0.605799518,-0.605423907,-0.604985826,-0.604478323,-0.603880552,-0.603204292,-0.602431569,-0.601560624,-0.60056432,-0.599444239,-0.598201739,-0.596791997,-0.595220629,0.196623333,0.399966667,0.6095,0.825933333,1.0497,1.281166667,1.5209,1.769333333,2.0271,2.294766667,2.572966667,2.862466667,3.163966667,3.478333333,3.806333333,4.149333333,4.508,4.883666667,5.277666667,5.691333333,6.126,6.583333333,7.065333333,7.573666667,8.110333333,8.677666667,9.277666667,9.913333333,10.587,11.30133333
124,12,1.5,1.2,-0.492459126,-0.490431739,-0.486164361,-0.481609435,-0.476930257,-0.47214891,-0.467184226,-0.462085061,-0.456740741,-0.451408568,-0.445855433,-0.440186137,-0.434401846,-0.428501012,-0.422532785,-0.416390249,-0.410096097,-0.403678459,-0.397348192,-0.391052017,-0.384695983,-0.378360358,-0.372106674,-0.365969859,-0.35986,-0.353727325,-0.347709594,-0.341838156,-0.336057836,-0.330401245,1.55185,3.165666667,4.837333333,6.571,8.368333333,10.23133333,12.16183333,14.161,16.23033333,18.37166667,20.58333333,22.86833333,25.225,27.655,30.15666667,32.725,35.20666667,37.68333333,40.18166667,42.70833333,45.24666667,47.69,50.14166667,52.59666667,55.05333333,57.39833333,59.705,62,64.29166667,66.59
126,15,0.9,1.9,-0.59430303,-0.616031757,-0.620441523,-0.621002132,-0.6212513,-0.621795157,-0.622315308,-0.622925691,-0.623611317,-0.62407358,-0.624587979,-0.625072206,-0.625502461,-0.625773588,-0.626144139,-0.626353941,-0.626450753,-0.626433121,-0.626248948,-0.62587655,-0.625330117,-0.624481881,-0.623377,-0.621937007,-0.620050128,-0.617669983,-0.614828897,-0.611370887,-0.607245311,-0.602484224,0.114493333,0.23696,0.363653333,0.496533333,0.636186667,0.783173333,0.938173333,1.101946667,1.275346667,1.459333333,1.655066667,1.863733333,2.0868,2.326,2.582933333,2.86,3.159466667,3.4844,3.837733333,4.223333333,4.645466667,5.108666667,5.6184,6.1804,6.800933333,7.4864,8.243333333,9.0776,9.993866667,10.99546667
127,6,1.2,0.7,-0.355990399,-0.352583333,-0.348922222,-0.345233333,-0.341546667,-0.337842342,-0.334147619,-0.330452898,-0.326747158,-0.323079231,-0.31936911,-0.315650169,-0.312000718,-0.308581565,-0.305224909,-0.301945712,-0.298876471,-0.295748935,-0.29272807,-0.289823333,-0.287130159,-0.284493939,-0.281783799,-0.279156528,-0.276527733,-0.273923077,-0.271355556,-0.26882381,-0.266347856,-0.263712222,3.853333333,7.759333333,11.71433333,15.71833333,19.77066667,23.87,28.015,32.20466667,36.43666667,40.71333333,45.03,49.38666667,53.78,57.91333333,61.93,65.90666667,69.79666667,73.67666667,77.38333333,80.96666667,84.45333333,87.86333333,91.12,94.18,97.18,100.1533333,103.1,105.98,108.8033333,111.4766667
129,11,1,0.2,-0.021603928,-0.0127,-0.005454545,0.000654545,0.005854545,0.01030303,0.014154374,0.017498409,0.02042218,0.022959462,0.025218972,0.027227273,0.029006993,0.030597403,0.032024242,0.033306818,0.034424126,0.035235882,0.03569378,0.035924007,0.035878788,0.035484671,0.034961663,0.034520112,0.034232727,0.034090909,0.034031378,0.034023765,0.034041753,0.034181818,3.721272727,7.506363636,11.32472727,15.158,18.99272727,22.81818182,26.62909091,30.42,34.18545455,37.92363636,41.63454545,45.31454545,48.96181818,52.57818182,56.16181818,59.71272727,63.18545455,66.41818182,69.36545455,72.02727273,74.39818182,76.4,78.11090909,79.53090909,80.73454545,81.79272727,82.72363636,83.64181818,84.52909091,85.38727273
130,13,0.8,1.3,-0.608220025,-0.617764271,-0.618661882,-0.618304172,-0.617843409,-0.617295662,-0.616539205,-0.615653846,-0.614444444,-0.612923077,-0.611048951,-0.60875641,-0.605988166,-0.602659341,-0.598687179,-0.594009615,-0.588542986,-0.582229915,-0.575041296,-0.566976923,-0.558064469,-0.548381818,-0.538033445,-0.527102564,-0.515667692,-0.503958346,-0.492228363,-0.480554945,-0.468917772,-0.457443208,0.221446154,0.460215385,0.714753846,0.988307692,1.283138462,1.602,1.947846154,2.324307692,2.735692308,3.186461538,3.682461538,4.229384615,4.834615385,5.505384615,6.249846154,7.076307692,7.992461538,9.004923077,10.11892308,11.33646154,12.65646154,14.07476923,15.58461538,17.15846154,18.74769231,20.38307692,22.05076923,23.74769231,25.42,27.09230769
131,19,1.6,1.3,-0.489403205,-0.486048837,-0.477573142,-0.467992634,-0.457973516,-0.447294737,-0.436045865,-0.424326316,-0.412189474,-0.399757895,-0.387138756,-0.37445614,-0.361789474,-0.349248872,-0.336937544,-0.324907895,-0.313287926,-0.302111111,-0.291401662,-0.281143098,-0.271428571,-0.262105263,-0.253329672,-0.244824561,-0.236579512,-0.228825911,-0.221490117,-0.214556938,-0.208101927,-0.20193691,1.098947368,2.298210526,3.593789474,4.996736842,6.513473684,8.149157895,9.906842105,11.78736842,13.79052632,15.90947368,18.14105263,20.47368421,22.89894737,25.40631579,27.98315789,30.60631579,33.16526316,35.73789474,38.31368421,40.81473684,43.27789474,45.71052632,48.02947368,50.29368421,52.50315789,54.66315789,56.74526316,58.70315789,60.58526316,62.40526316
132,18,0.4,0.3,-0.319913324,-0.199388889,-0.138,-0.103833333,-0.081977778,-0.066722222,-0.055587302,-0.047125,-0.040481481,-0.035122222,-0.030717172,-0.027027778,-0.023897436,-0.021206349,-0.018874074,-0.016840278,-0.015019608,-0.013395062,-0.011988304,-0.010666667,-0.00952381,-0.008636364,-0.008067633,-0.007546296,-0.007066667,-0.006581197,-0.006131687,-0.005674603,-0.005210728,-0.004777778,0.576244444,1.477444444,2.433333333,3.391777778,4.343666667,5.287222222,6.221333333,7.146111111,8.061222222,8.967,9.863222222,10.75022222,11.62777778,12.49666667,13.35666667,14.20777778,15.05,15.88,16.69666667,17.50555556,18.26333333,18.80777778,19.09222222,19.30444444,19.51666667,19.72555556,19.93111111,20.13222222,20.33111111,20.52555556
134,17,1.9,1.5,-0.485328777,-0.484202165,-0.478875118,-0.473139159,-0.467101238,-0.460953128,-0.454530173,-0.447969991,-0.441078572,-0.434042829,-0.426848861,-0.419532261,-0.412026611,-0.404404102,-0.396689677,-0.388873364,-0.380986988,-0.373122426,-0.365370324,-0.357740189,-0.350133348,-0.34265162,-0.335318191,-0.328174331,-0.321131401,-0.314241752,-0.307569947,-0.301012775,-0.29447803,-0.288033886,1.451411765,2.979294118,4.575176471,6.245882353,7.994117647,9.822470588,11.73317647,13.72823529,15.80823529,17.97529412,20.22823529,22.56705882,24.99058824,27.49764706,30.08470588,32.72352941,35.28117647,37.85882353,40.47411765,43.09647059,45.63176471,48.18588235,50.74588235,53.22941176,55.64352941,58.06235294,60.42352941,62.78705882,65.13058824,67.38705882
135,15,1.3,1.1,-0.503190921,-0.4998,-0.492609217,-0.484620513,-0.476180063,-0.467131111,-0.457594286,-0.44756,-0.437071111,-0.426186133,-0.415001212,-0.403535163,-0.391970054,-0.380354252,-0.3688,-0.3573,-0.345991373,-0.334967407,-0.324273684,-0.31394,-0.303968254,-0.294412121,-0.285262914,-0.276422222,-0.267909333,-0.259594872,-0.251755642,-0.244247619,-0.237092547,-0.23038976,1.05236,2.190533333,3.414,4.731466667,6.149466667,7.673066667,9.307066667,11.05426667,12.916,14.892,16.97866667,19.17066667,21.464,23.848,26.31466667,28.85333333,31.36533333,33.86533333,36.38533333,38.88933333,41.328,43.75066667,46.132,48.42,50.66666667,52.86266667,55.01866667,57.10533333,59.06133333,60.96933333
137,9,1.1,0.9,-0.500556075,-0.497832129,-0.493625852,-0.489121734,-0.484480612,-0.47973023,-0.474812603,-0.469694022,-0.464417163,-0.459028056,-0.453549483,-0.447841393,-0.442004447,-0.436033032,-0.429954054,-0.423777963,-0.417334903,-0.410806472,-0.404333021,-0.397865718,-0.391396951,-0.384886329,-0.378488305,-0.372139681,-0.365875345,-0.359557189,-0.353367364,-0.347264788,-0.341306348,-0.335470244,1.470822222,3.000444444,4.587777778,6.236222222,7.947555556,9.723777778,11.56711111,13.47911111,15.46088889,17.51444444,19.64,21.83866667,24.11111111,26.45555556,28.87333333,31.36444444,33.81555556,36.22222222,38.66222222,41.12444444,43.62,46.02444444,48.43555556,50.84222222,53.26666667,55.59777778,57.87777778,60.14666667,62.41777778,64.69333333
141,15,1.8,1,-0.348186183,-0.340569182,-0.331672962,-0.322601393,-0.313580151,-0.304528285,-0.295522758,-0.286588902,-0.277775144,-0.269073457,-0.260521149,-0.252121751,-0.243928425,-0.235993144,-0.228546036,-0.221438094,-0.214600486,-0.208124121,-0.202013611,-0.196147437,-0.19055418,-0.185221764,-0.180132143,-0.175262427,-0.170494775,-0.16580364,-0.161334913,-0.157097972,-0.153022294,-0.149033548,2.5848,5.286133333,8.092133333,11.00453333,14.02133333,17.13733333,20.348,23.65066667,27.03733333,30.50133333,34.03733333,37.63733333,41.29466667,44.96933333,48.508,52.00266667,55.49066667,58.81866667,62.09733333,65.28933333,68.316,71.29333333,74.22,77.04933333,79.71866667,82.276,84.764,87.18266667,89.43866667,91.532
142,10,0.4,1,-0.622916834,-0.637178589,-0.640358595,-0.641885811,-0.643425737,-0.645154838,-0.646838662,-0.648608785,-0.65029666,-0.651926961,-0.653472727,-0.654816667,-0.655907692,-0.656585714,-0.656693333,-0.6559625,-0.654094118,-0.6507,-0.645378947,-0.63774,-0.627874286,-0.615922727,-0.602291304,-0.587515833,-0.57212,-0.556430769,-0.540807407,-0.52545,-0.510468966,-0.49596,0.063786,0.133268,0.20814,0.28938,0.37808,0.47548,0.58306,0.7027,0.83666,0.98792,1.1602,1.35828,1.58838,1.8585,2.179,2.5628,3.0254,3.584,4.2546,5.0484,5.9636,6.9886,8.1042,9.288,10.52,11.7848,13.0696,14.366,15.6458,16.9132
143,17,1.8,0.6,-0.143272535,-0.131119868,-0.119825119,-0.109357723,-0.099710609,-0.090803922,-0.082588235,-0.074988972,-0.068030323,-0.06161628,-0.055683884,-0.050240173,-0.045181432,-0.040526006,-0.036334405,-0.032688773,-0.029458169,-0.026666667,-0.024393264,-0.022291495,-0.02027784,-0.018607636,-0.017082651,-0.015831781,-0.014633917,-0.01325492,-0.011805193,-0.010123498,-0.008233958,-0.006469573,3.558352941,7.249294118,11.03941176,14.91411765,18.85529412,22.84823529,26.87882353,30.93529412,35.00823529,39.08705882,43.16588235,47.24,51.30235294,55.35058824,59.29882353,63.12588235,66.78352941,70.27058824,73.45411765,76.48588235,79.33529412,81.96470588,84.44235294,86.64235294,88.73529412,90.64352941,92.30117647,93.81882353,95.20470588,96.42823529
144,16,0.3,1.5,-0.569685551,-0.619946876,-0.641754195,-0.654470401,-0.662262407,-0.667457542,-0.670663812,-0.674164324,-0.678527778,-0.683822978,-0.689976134,-0.698010209,-0.706048659,-0.714590588,-0.723368614,-0.730802344,-0.732733824,-0.72375,-0.704684211,-0.68065625,-0.65522619,-0.630153409,-0.605934783,-0.582994792,-0.5614,-0.541125,-0.522118056,-0.504275893,-0.487512931,-0.471758333,0.00745275,0.01666875,0.0263625,0.0371525,0.04914,0.062375,0.07813,0.096255,0.1176675,0.1435125,0.1755,0.2145125,0.2680875,0.343425,0.4572,0.6433625,0.9587125,1.43725,2.03075,2.675375,3.33825,4.0055,4.672375,5.336,5.994875,6.6485,7.296625,7.939,8.5755,9.20625
146,8,1.4,0.2,0.082556192,0.083925,0.085066667,0.086111632,0.08707,0.0879875,0.088824601,0.0895625,0.090239973,0.090915908,0.091516488,0.092077578,0.092596154,0.093071429,0.09335,0.092875,0.092132353,0.090986111,0.089448757,0.08775,0.085954053,0.084160891,0.082545376,0.081295563,0.080511949,0.080126911,0.079983335,0.079753615,0.079572488,0.079235064,7.808,15.572,23.285,30.945,38.5525,46.105,53.6,61.0375,68.415,75.7325,82.9925,90.1925,97.33,104.4075,111.285,117.635,123.6875,129.265,134.3175,138.8875,143.11,147.05,150.7175,153.785,156.55,158.9575,161.0875,163.075,164.8975,166.4125
148,18,0.9,0.4,-0.229539898,-0.18549525,-0.150666667,-0.123767464,-0.102993134,-0.086537037,-0.073412698,-0.062763889,-0.053975309,-0.046617043,-0.04038986,-0.03505231,-0.030441843,-0.026410602,-0.02287238,-0.019741685,-0.016928105,-0.014381828,-0.012163031,-0.010332759,-0.008729697,-0.00747437,-0.006569414,-0.005739944,-0.004932676,-0.004230227,-0.003497367,-0.002777337,-0.002068728,-0.001333185,1.478666667,3.236444444,5.162777778,7.178666667,9.235111111,11.30777778,13.38111111,15.44666667,17.5,19.53777778,21.55888889,23.56222222,25.54777778,27.51555556,29.46333333,31.39222222,33.29777778,35.16666667,36.95222222,38.61,40.11,41.39,42.39,43.15555556,43.77444444,44.30555556,44.78222222,45.25777778,45.72111111,46.17444444
150,9,0.7,1.2,-0.606341496,-0.612677778,-0.613079544,-0.613042995,-0.613012177,-0.612954596,-0.61289401,-0.612714194,-0.61254567,-0.612435832,-0.612161616,-0.611814815,-0.611384615,-0.610873016,-0.610266667,-0.609498681,-0.608691674,-0.607764474,-0.606689276,-0.605477169,-0.604137566,-0.602565657,-0.600772947,-0.59875,-0.596497778,-0.593974359,-0.591103613,-0.587993016,-0.58456705,-0.580450404,0.219373333,0.448444444,0.685977778,0.933266667,1.191,1.459911111,1.740866667,2.034777778,2.342666667,2.665555556,3.004666667,3.361555556,3.737333333,4.133555556,4.552444444,4.995555556,5.465111111,5.963333333,6.493111111,7.056666667,7.657111111,8.297777778,8.982,9.713333333,10.49533333,11.332,12.22666667,13.18333333,14.20244444,15.246
151,19,0.5,0.9,-0.62606285,-0.636688076,-0.634948085,-0.621792443,-0.591322471,-0.544747368,-0.493052632,-0.444760526,-0.402654971,-0.366284211,-0.335205742,-0.308526316,-0.28545749,-0.265353383,-0.247705263,-0.232111842,-0.218198142,-0.205783626,-0.194620499,-0.184421053,-0.175087719,-0.166602871,-0.158947368,-0.151973684,-0.145467559,-0.139549006,-0.133990878,-0.128980114,-0.124242314,-0.119789474,0.102001053,0.249126316,0.470915789,0.829947368,1.408315789,2.221052632,3.181157895,4.205368421,5.251578947,6.304842105,7.355473684,8.400105263,9.436842105,10.46494737,11.48421053,12.49263158,13.49263158,14.48315789,15.46315789,16.43157895,17.38947368,18.32210526,19.21368421,20.03578947,20.77894737,21.4,21.86421053,22.22842105,22.55157895,22.83894737
152,18,0.9,1.7,-0.60425508,-0.624699666,-0.62946098,-0.630199367,-0.630234366,-0.630457323,-0.630645929,-0.630648521,-0.630366621,-0.62971892,-0.628666667,-0.626962963,-0.624529915,-0.621187302,-0.616735556,-0.610953406,-0.60376446,-0.595037343,-0.58474943,-0.573129271,-0.560396825,-0.54680303,-0.532681159,-0.518287037,-0.503836889,-0.489487179,-0.475460905,-0.461857143,-0.448666667,-0.435971703,0.137311111,0.289322222,0.452611111,0.630566667,0.825711111,1.040766667,1.279,1.544666667,1.842444444,2.178444444,2.560111111,2.996,3.496555556,4.073555556,4.739555556,5.507,6.386444444,7.383777778,8.499888889,9.726333333,11.05111111,12.45777778,13.93,15.45333333,16.98777778,18.52888889,20.07444444,21.60777778,23.11888889,24.61222222
153,19,1.6,0.9,-0.350184346,-0.335459761,-0.318755044,-0.301965996,-0.285375918,-0.269201404,-0.25362406,-0.238747368,-0.224654971,-0.211389474,-0.198966507,-0.187359649,-0.176556806,-0.166493721,-0.157132833,-0.14862162,-0.140755418,-0.133520468,-0.126918176,-0.120783117,-0.114993233,-0.109718168,-0.104892225,-0.100526316,-0.096463158,-0.092675817,-0.089168746,-0.085717508,-0.082283765,-0.078804252,1.836736842,3.848421053,6.021052632,8.351894737,10.82947368,13.43684211,16.15894737,18.97578947,21.86947368,24.82526316,27.82631579,30.86105263,33.92,36.99263158,40.05789474,43.02736842,45.94,48.77368421,51.48315789,54.07894737,56.52736842,58.88105263,61.11473684,63.19894737,65.19894737,67.01052632,68.64210526,70.15684211,71.54,72.78842105
155,8,0.8,0.3,-0.185841708,-0.1719625,-0.158773333,-0.146409599,-0.134903255,-0.124220833,-0.114332143,-0.105199838,-0.0967888,-0.089016951,-0.081867358,-0.075253136,-0.069153846,-0.063517857,-0.058416667,-0.053890625,-0.049823529,-0.046236111,-0.043052632,-0.040225,-0.037595238,-0.035272727,-0.033199261,-0.031378269,-0.0297,-0.028028846,-0.026270951,-0.024386106,-0.022224138,-0.020089993,3.131,6.408,9.8095,13.3165,16.91,20.572,24.287,28.04,31.8225,35.62,39.425,43.2325,47.035,50.8275,54.5375,58.135,61.6025,64.9025,67.99,70.865,73.625,76.155,78.5875,80.7625,82.765,84.6325,86.295,87.7575,89.115,90.3475
156,18,0.8,1.2,-0.606366581,-0.61630465,-0.615930121,-0.612715158,-0.607884859,-0.601414291,-0.592470252,-0.58062474,-0.565449833,-0.547122862,-0.526115936,-0.503406461,-0.480090575,-0.45701817,-0.434643413,-0.413348028,-0.393369054,-0.374703777,-0.357310728,-0.341155235,-0.326199418,-0.312284777,-0.299343154,-0.287239656,-0.275813044,-0.265165755,-0.255296392,-0.246181919,-0.237677607,-0.229704216,0.213033333,0.463155556,0.755955556,1.102866667,1.519777778,2.026111111,2.644777778,3.400111111,4.311888889,5.386555556,6.613555556,7.968,9.419111111,10.93733333,12.50111111,14.09111111,15.69555556,17.30666667,18.91777778,20.52555556,22.10444444,23.64666667,25.16444444,26.62888889,28.03777778,29.38222222,30.64666667,31.85777778,33.00444444,34.03
157,9,0.7,1.8,-0.575134869,-0.593709014,-0.596415877,-0.596500972,-0.596649485,-0.596963525,-0.597314797,-0.597678165,-0.598079155,-0.598333704,-0.598755706,-0.599074246,-0.599435994,-0.599714376,-0.600162939,-0.600444321,-0.600901843,-0.601197235,-0.601637235,-0.601955121,-0.60230639,-0.602656029,-0.602984642,-0.603388261,-0.603697121,-0.604041699,-0.604419026,-0.604729033,-0.60506397,-0.605346564,0.065717778,0.133908889,0.202751111,0.273,0.344688889,0.417888889,0.492644444,0.569,0.647088889,0.726933333,0.808644444,0.892311111,0.978,1.065844444,1.155888889,1.248311111,1.343177778,1.440644444,1.540844444,1.643888889,1.749955556,1.8592,1.9718,2.087933333,2.2078,2.331555556,2.459555556,2.592,2.729333333,2.871333333
