Count,lambda,t,A,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60
51,7,0.3,0.5,-0.628540367,-0.630671429,-0.630349491,-0.629140776,-0.626981315,-0.623727442,-0.61878214,-0.61177773,-0.602126849,-0.589369179,-0.5732942,-0.554428571,-0.533504253,-0.511428396,-0.489057322,-0.467089805,-0.445962023,-0.425894302,-0.406980905,-0.389258677,-0.372683989,-0.357200364,-0.342752453,-0.329311905,-0.316729143,-0.304808263,-0.293544974,-0.282939598,-0.273105419,-0.263946667,0.171537143,0.3686,0.595657143,0.861142857,1.175371429,1.5518,2.007685714,2.563857143,3.243142857,4.066285714,5.045714286,6.173714286,7.430571429,8.788285714,10.21742857,11.69571429,13.20371429,14.72914286,16.26257143,17.79771429,19.33028571,20.84742857,22.31057143,23.748,25.15571429,26.526,27.80857143,29.04571429,30.22571429,31.29428571
54,21,1.7,1.6,-0.528699723,-0.530583472,-0.525426957,-0.518664889,-0.511468851,-0.503595809,-0.495134032,-0.486061436,-0.476365118,-0.466107248,-0.455338125,-0.444130487,-0.432598183,-0.420749711,-0.40878151,-0.396771832,-0.38480307,-0.372920635,-0.361342558,-0.350071442,-0.339073839,-0.328490411,-0.318302277,-0.308519503,-0.299070405,-0.289921969,-0.281107779,-0.272708716,-0.264704916,-0.257063044,0.823942857,1.72352381,2.692666667,3.742571429,4.88047619,6.113238095,7.447333333,8.88847619,10.44095238,12.10761905,13.88761905,15.78095238,17.78190476,19.8847619,22.08095238,24.36095238,26.70380952,29.01428571,31.35238095,33.69904762,36.03333333,38.31047619,40.58095238,42.81047619,44.95904762,47.07333333,49.12857143,51.15142857,53.11333333,54.97142857
55,20,1.3,1.1,-0.495311561,-0.48780439,-0.474384187,-0.45880269,-0.441766,-0.423493333,-0.404371429,-0.384775,-0.365177778,-0.345998,-0.327460678,-0.309809151,-0.293153319,-0.27753411,-0.262977532,-0.249428089,-0.236890405,-0.225284738,-0.214532344,-0.204610231,-0.195342635,-0.186636364,-0.178616462,-0.17111787,-0.16432,-0.158115385,-0.152296296,-0.146785714,-0.141551724,-0.136533333,0.83293,1.7914,2.8814,4.121,5.5197,7.082,8.8029,10.67,12.663,14.761,16.943,19.188,21.478,23.8,26.142,28.496,30.821,33.091,35.331,37.505,39.587,41.586,43.481,45.307,47.06,48.669,50.197,51.575,52.778,53.881
56,5,0.7,0.2,-0.076348946,-0.069902,-0.063813333,-0.05805,-0.052611791,-0.047490167,-0.042643278,-0.038078096,-0.033776277,-0.029710812,-0.025879059,-0.022259258,-0.018854804,-0.015771879,-0.013280354,-0.011150558,-0.009600226,-0.008466667,-0.00760032,-0.006699866,-0.005866667,-0.005127273,-0.004469565,-0.0039,-0.003312,-0.002677335,-0.001896577,-0.000957416,0.00017936,0.001720459,5.1504,10.3596,15.616,20.9104,26.2332,31.5768,36.9332,42.296,47.66,53.02,58.368,63.704,69.02,74.228,79.228,84.044,88.516,92.712,96.664,100.512,104.008,107.336,110.456,113.328,116.108,118.7,120.944,122.94,124.848,126.548
57,13,1.2,1.7,-0.590739312,-0.598946397,-0.599108104,-0.598385236,-0.597717766,-0.596985852,-0.596251867,-0.595481638,-0.594480519,-0.593509689,-0.592435682,-0.591258652,-0.589966872,-0.58857394,-0.586988619,-0.585340767,-0.583551977,-0.581603008,-0.57949486,-0.577228332,-0.57471618,-0.57208278,-0.569210192,-0.566083445,-0.562788408,-0.558942262,-0.55460294,-0.550007691,-0.545231781,-0.540299426,0.374630769,0.766246154,1.171184615,1.592,2.029692308,2.485384615,2.960153846,3.455384615,3.972307692,4.512615385,5.077846154,5.669538462,6.289692308,6.940307692,7.623384615,8.341076923,9.095846154,9.890153846,10.72661538,11.60769231,12.53646154,13.51553846,14.54769231,15.63538462,16.78153846,17.95230769,19.13384615,20.35538462,21.62153846,22.94153846
58,11,1.8,1,-0.342116748,-0.337618182,-0.332329232,-0.327005773,-0.321691698,-0.316364132,-0.31106666,-0.305702014,-0.300402012,-0.295145455,-0.289892893,-0.284674242,-0.279530004,-0.27458961,-0.269978179,-0.265420455,-0.260941176,-0.256756238,-0.252724663,-0.248733521,-0.244841212,-0.241193388,-0.237697842,-0.234250322,-0.230889519,-0.227591272,-0.224286099,-0.221001364,-0.217819299,-0.214516911,3.449272727,6.974909091,10.56818182,14.23036364,17.95981818,21.75454545,25.61454545,29.53454545,33.51454545,37.55272727,41.64545455,45.78909091,49.98181818,54.02,57.91090909,61.79272727,65.67818182,69.34727273,72.89272727,76.43636364,79.87636364,83.04181818,86.14181818,89.22363636,92.26727273,95.27818182,98.21818182,100.9545455,103.6527273,106.1672727
59,12,2.1,0.2,0.111516667,0.1122,0.112516667,0.1127625,0.113,0.113166667,0.113309524,0.113416667,0.113518519,0.11355,0.113590909,0.113611111,0.113615385,0.113595238,0.1135,0.113072917,0.112480392,0.111472222,0.109964912,0.107975,0.105650794,0.103469697,0.101666667,0.100347222,0.0996,0.098974359,0.098518519,0.098035714,0.097586207,0.097222222,8.0655,16.0705,24.00333333,31.86833333,39.66333333,47.38833333,55.045,62.63166667,70.14833333,77.595,84.97333333,92.28333333,99.525,106.6983333,113.76,120.505,126.9966667,132.9733333,138.1816667,142.8266667,146.9183333,150.6566667,153.8333333,156.575,159.0466667,161.3583333,163.3033333,165.0983333,166.7833333,168.3666667
61,10,0.7,0.8,-0.577588624,-0.577095419,-0.573364891,-0.568968448,-0.56399056,-0.5584,-0.552177392,-0.545090882,-0.537178604,-0.528452,-0.518858182,-0.508448333,-0.497273846,-0.485343522,-0.472955606,-0.460148731,-0.447085049,-0.433910677,-0.420745185,-0.40773,-0.39491477,-0.382485003,-0.370489523,-0.358903425,-0.347774578,-0.33714,-0.3268509,-0.316926648,-0.307358113,-0.298213452,0.51872,1.08502,1.70212,2.3776,3.1184,3.9328,4.829,5.8158,6.9012,8.093,9.397,10.8172,12.354,14.0052,15.765,17.6248,19.5738,21.6,23.662,25.714,27.786,29.874,31.926,33.948,35.964,37.914,39.806,41.656,43.462,45.232
62,20,0.7,0.2,-0.074982495,-0.040847958,-0.023932536,-0.014124294,-0.007479701,-0.002733333,0.000785714,0.0034875,0.005622222,0.00735,0.00876284,0.009949171,0.010953004,0.0118063,0.012539164,0.01312418,0.013763896,0.014276985,0.014683438,0.015049248,0.015284259,0.015043403,0.014693736,0.014414865,0.014158301,0.013959391,0.01381328,0.013676618,0.013653289,0.013598187,1.3779,2.8844,4.4072,5.9246,7.4311,8.9237,10.402,11.865,13.313,14.746,16.164,17.568,18.957,20.332,21.693,23.04,24.372,25.675,26.959,28.223,29.304,29.937,30.305,30.651,30.996,31.331,31.661,31.984,32.301,32.612
63,21,1.7,0.6,-0.166393521,-0.146721272,-0.129388235,-0.114074145,-0.100571429,-0.088714286,-0.078285714,-0.069095238,-0.060984127,-0.053780952,-0.047367965,-0.041650794,-0.036520147,-0.031897959,-0.02768254,-0.023928571,-0.020672269,-0.017724868,-0.015188731,-0.013095862,-0.011293029,-0.009827265,-0.008571784,-0.007539982,-0.00647619,-0.00531155,-0.004091855,-0.002789305,-0.001543666,-0.000380989,2.644761905,5.475428571,8.434952381,11.49619048,14.62952381,17.80857143,21.01714286,24.23904762,27.46571429,30.68761905,33.89904762,37.09714286,40.27619048,43.43619048,46.57333333,49.66666667,52.63904762,55.47333333,58.09714286,60.5247619,62.81333333,64.87714286,66.70857143,68.31047619,69.7047619,70.9047619,71.97809524,72.90571429,73.78857143,74.58666667
64,21,0.3,0.7,-0.662367542,-0.673658815,-0.589144236,-0.468809524,-0.382057143,-0.321428571,-0.276639456,-0.242214286,-0.215121693,-0.193295238,-0.175333333,-0.160293651,-0.14752381,-0.136544218,-0.127022222,-0.118630952,-0.111260504,-0.104656085,-0.098746867,-0.093428571,-0.088480726,-0.084112554,-0.080124224,-0.076547619,-0.073295238,-0.070368878,-0.067656707,-0.06513827,-0.062793524,-0.060571429,0.043959048,0.169114286,0.571533333,1.155047619,1.760095238,2.363904762,2.962857143,3.556380952,4.143904762,4.725428571,5.300952381,5.870571429,6.434285714,6.992190476,7.544380952,8.090857143,8.631809524,9.167238095,9.697142857,10.22095238,10.73714286,11.2447619,11.69619048,11.99333333,12.17619048,12.32190476,12.45238095,12.58285714,12.71047619,12.8352381
65,15,2.1,1.2,-0.359010271,-0.35398,-0.34732,-0.34059,-0.333864903,-0.327063843,-0.320299048,-0.313516667,-0.306751111,-0.300024,-0.293334545,-0.2867,-0.280123077,-0.273688571,-0.267588444,-0.261700667,-0.255963137,-0.250500037,-0.245189136,-0.239962664,-0.23495873,-0.230175758,-0.225505768,-0.221066667,-0.216800896,-0.212451921,-0.208197936,-0.203928571,-0.199724138,-0.195750733,2.8692,5.833733333,8.8804,12.01213333,15.228,18.52533333,21.904,25.35866667,28.888,32.488,36.156,39.88666667,43.67866667,47.448,51.05466667,54.65733333,58.248,61.688,65.04666667,68.388,71.58533333,74.65333333,77.67733333,80.60933333,83.512,86.344,89.01333333,91.61466667,94.128,96.61333333
67,9,1,1.5,-0.59478319,-0.600266963,-0.600207607,-0.599933267,-0.599652994,-0.599317862,-0.599014935,-0.598743118,-0.598334116,-0.597953509,-0.597508695,-0.596905115,-0.596492729,-0.59593328,-0.595432977,-0.594815124,-0.594139194,-0.59342723,-0.592684925,-0.591949294,-0.591031343,-0.590195087,-0.589200425,-0.58826091,-0.587190891,-0.585983067,-0.584806061,-0.583498769,-0.582111639,-0.580616707,0.342066667,0.694022222,1.053711111,1.422422222,1.800511111,2.188422222,2.586666667,2.995555556,3.415555556,3.847555556,4.291777778,4.748888889,5.219555556,5.704444444,6.204,6.719333333,7.251111111,7.8,8.366888889,8.952666667,9.558444444,10.18511111,10.83377778,11.50555556,12.20155556,12.92288889,13.67088889,14.44688889,15.25155556,16.08377778
68,17,1,0.9,-0.51427747,-0.505327531,-0.490811415,-0.473540307,-0.454374824,-0.433415017,-0.411359435,-0.388869284,-0.366576059,-0.345008233,-0.324526305,-0.305339673,-0.287494344,-0.270962863,-0.255771644,-0.241773269,-0.228902574,-0.21710234,-0.206234136,-0.196265145,-0.187055397,-0.1784645,-0.170451059,-0.163105273,-0.156448501,-0.15029634,-0.144643402,-0.139238911,-0.134247242,-0.129386395,0.699035294,1.520235294,2.476941176,3.591058824,4.874705882,6.334588235,7.959764706,9.732352941,11.62623529,13.61647059,15.67647059,17.78470588,19.92705882,22.08823529,24.25882353,26.43411765,28.60352941,30.71529412,32.77529412,34.78823529,36.72705882,38.58,40.31647059,41.98352941,43.55058824,44.99058824,46.34352941,47.51058824,48.54941176,49.50705882
69,21,0.6,1.8,-0.595365663,-0.634378295,-0.650487906,-0.658840042,-0.663603501,-0.666471055,-0.668778896,-0.671947155,-0.675528989,-0.679223005,-0.682522507,-0.684848028,-0.68513076,-0.682021631,-0.673269841,-0.658446429,-0.638773109,-0.616306878,-0.592827068,-0.569519048,-0.546887528,-0.52530303,-0.504939959,-0.485769841,-0.467794286,-0.450919414,-0.435061728,-0.420204082,-0.406206897,-0.393047619,0.03268,0.071847619,0.114257143,0.162419048,0.216704762,0.280219048,0.3558,0.44567619,0.55547619,0.693038095,0.870257143,1.105333333,1.425238095,1.864285714,2.45752381,3.203904762,4.069904762,5.011619048,5.994952381,6.998190476,8.010761905,9.024761905,10.03619048,11.04285714,12.04285714,13.03619048,14.02095238,14.99809524,15.94571429,16.86761905
70,8,0.2,1.6,-0.486516592,-0.54745784,-0.574781305,-0.586204748,-0.589269702,-0.588762925,-0.587627765,-0.587037845,-0.587213169,-0.587957998,-0.588884858,-0.589773436,-0.59044696,-0.591216818,-0.591984035,-0.592579891,-0.593382245,-0.594206514,-0.594906131,-0.595771486,-0.596649638,-0.597482422,-0.598416142,-0.599282595,-0.600169661,-0.601142035,-0.60207024,-0.603074866,-0.604139415,-0.605124366,0.002210025,0.00482225,0.00732225,0.0098305,0.0124065,0.01504975,0.017756,0.02052225,0.02335025,0.026245,0.02921,0.03225,0.0353725,0.0385825,0.0418825,0.045275,0.048765,0.05236,0.056065,0.0598825,0.0638275,0.0679,0.072115,0.0764775,0.081,0.0856925,0.0905675,0.0956375,0.1009175,0.1064225
72,14,0.6,1,-0.619586741,-0.628478525,-0.629562982,-0.628539294,-0.626600577,-0.623545937,-0.618976776,-0.612258525,-0.603024917,-0.590564205,-0.574863005,-0.556305952,-0.535494505,-0.513427201,-0.491162746,-0.469172395,-0.447995967,-0.427862868,-0.408897075,-0.391116349,-0.374491531,-0.358963704,-0.344484472,-0.330946429,-0.318325714,-0.306434066,-0.295089947,-0.284469388,-0.274562829,-0.265361905,0.1671,0.360557143,0.582642857,0.842442857,1.150114286,1.519,1.966285714,2.512857143,3.182285714,3.996714286,4.967,6.088857143,7.342,8.697571429,10.12557143,11.60342857,13.11157143,14.63714286,16.17,17.70571429,19.23857143,20.75571429,22.21857143,23.65714286,25.06428571,26.43857143,27.72428571,28.96142857,30.14857143,31.22142857
74,19,2.1,0.7,-0.141952401,-0.130673684,-0.120119298,-0.110311612,-0.10114323,-0.092666667,-0.084781955,-0.077473684,-0.07071345,-0.064431579,-0.05861244,-0.05322807,-0.04821443,-0.043567186,-0.039441364,-0.035791828,-0.0326336,-0.029826306,-0.027590028,-0.025419715,-0.023457471,-0.021769293,-0.020275527,-0.018991228,-0.017769169,-0.016479067,-0.014971928,-0.013309772,-0.011435832,-0.00951044,3.706842105,7.542315789,11.47157895,15.48210526,19.55789474,23.68631579,27.85368421,32.04736842,36.25894737,40.48,44.70315789,48.92210526,53.13263158,57.32947368,61.38842105,65.33894737,69.10315789,72.68,75.98,79.11789474,82.05684211,84.79052632,87.40947368,89.76,91.96947368,93.97263158,95.76736842,97.38421053,98.85894737,100.1947368
76,16,1.2,2.1,-0.591981846,-0.609783561,-0.612516145,-0.612425388,-0.612226528,-0.612239795,-0.612252188,-0.612220659,-0.612112793,-0.611976497,-0.61178543,-0.611532451,-0.611261781,-0.610876942,-0.610318386,-0.609696828,-0.609001324,-0.608167801,-0.607152257,-0.605950744,-0.604595785,-0.603081775,-0.601289341,-0.599285826,-0.596954543,-0.594345338,-0.591420105,-0.588136804,-0.584468489,-0.580140012,0.20145,0.414875,0.6349625,0.8645125,1.1042375,1.354875,1.617125,1.892125,2.18075,2.48425,2.80375,3.14075,3.496625,3.87325,4.272375,4.696,5.146625,5.6265,6.1385,6.685625,7.271,7.89825,8.571125,9.2935,10.0695,10.90325,11.79875,12.76,13.79,14.8525
78,12,1.4,0.6,-0.236210403,-0.225625833,-0.214994444,-0.204653973,-0.19466,-0.185025696,-0.175755988,-0.166868763,-0.158372222,-0.150259957,-0.142554158,-0.135231218,-0.128278426,-0.121785714,-0.115933333,-0.110532347,-0.105558824,-0.101037037,-0.096877467,-0.093116667,-0.089634098,-0.086279264,-0.082992754,-0.079908327,-0.077066667,-0.074440669,-0.0718995,-0.069345238,-0.066716469,-0.06393734,3.286833333,6.703,10.2325,13.868,17.59833333,21.415,25.305,29.25833333,33.265,37.315,41.40166667,45.51333333,49.64666667,53.73,57.66166667,61.53833333,65.24166667,68.83,72.22,75.44333333,78.56833333,81.55833333,84.34,87.03166667,89.57833333,91.88,94.08666667,96.18166667,98.13166667,99.91
80,8,1.9,0.2,0.160724109,0.160675,0.160508333,0.16031498,0.160145,0.159916667,0.159714286,0.1595,0.159245577,0.159017049,0.158765511,0.158493396,0.15825,0.157589286,0.156416667,0.155046875,0.153529412,0.151361111,0.148763158,0.1461625,0.143416667,0.140858993,0.139060972,0.137610666,0.136536346,0.135304298,0.134107953,0.13261316,0.130885269,0.129005916,11.18825,22.27925,33.2675,44.1575,54.945,65.635,76.2275,86.725,97.1225,107.425,117.6325,127.745,137.765,147.3975,156.3975,165.285,173.715,181.4075,188.445,194.9525,200.975,206.2675,210.625,214.3425,217.7625,220.7475,223.3525,225.495,227.27,228.66
81,21,1.3,0.2,-0.002201258,0.008172596,0.014350573,0.018740326,0.022004191,0.024527703,0.026534222,0.028134302,0.029442269,0.030526717,0.031431293,0.032187649,0.032832649,0.033365084,0.033845568,0.034289796,0.034623788,0.034924331,0.035143129,0.035193828,0.034878447,0.034116985,0.03329882,0.03250774,0.031856114,0.031327862,0.030943476,0.030621619,0.030353799,0.030199105,2.643142857,5.338857143,8.036095238,10.72571429,13.39809524,16.04952381,18.67809524,21.28285714,23.86190476,26.41619048,28.9447619,31.44761905,33.92571429,36.37904762,38.80761905,41.21047619,43.56380952,45.86857143,48.14190476,50.24095238,51.93142857,53.07428571,53.83142857,54.46952381,55.11333333,55.73714286,56.34380952,56.9352381,57.51142857,58.07142857
84,17,2,0.3,0.032140756,0.036360962,0.039499588,0.0422034,0.044609665,0.046745098,0.048646831,0.050330931,0.051836841,0.053194493,0.054390844,0.055485832,0.056475699,0.057357761,0.058153581,0.058908743,0.059238754,0.059284921,0.059074865,0.058532855,0.057706314,0.056580566,0.055498721,0.054654184,0.054020987,0.053705547,0.053505294,0.053398874,0.053304126,0.053292028,5.088823529,10.18882353,15.27411765,20.34235294,25.38705882,30.40352941,35.38823529,40.33764706,45.25058824,50.12470588,54.95882353,59.75176471,64.50352941,69.21411765,73.88235294,78.50588235,82.88,86.92705882,90.58705882,93.92588235,96.86352941,99.39882353,101.5988235,103.4823529,105.1129412,106.5858824,107.8388235,109.04,110.2105882,111.3164706
85,15,0.5,2.1,-0.535221166,-0.586117647,-0.607052224,-0.615648524,-0.617964359,-0.618212104,-0.618263188,-0.619033333,-0.620340741,-0.622042939,-0.623636364,-0.6253,-0.626997641,-0.628669397,-0.63047382,-0.632244354,-0.634190917,-0.636180458,-0.638220226,-0.640382692,-0.642548733,-0.644839081,-0.647260711,-0.649724985,-0.652231052,-0.654905893,-0.657582103,-0.660293347,-0.663023587,-0.665660696,0.014593333,0.031474667,0.048202667,0.065510667,0.083601333,0.102641333,0.122612,0.143586667,0.165666667,0.188946667,0.21356,0.23964,0.267346667,0.296866667,0.328426667,0.36228,0.39872,0.438106667,0.480853333,0.52748,0.578586667,0.634933333,0.697453333,0.767333333,0.846053333,0.93552,1.0382,1.15736,1.297293333,1.463866667
86,17,1.1,1.4,-0.586520969,-0.593522005,-0.592119192,-0.589013703,-0.58544676,-0.581356597,-0.576692993,-0.571283635,-0.56505032,-0.557890836,-0.549756176,-0.540631311,-0.530497693,-0.519416856,-0.507489609,-0.49485332,-0.481689848,-0.468172015,-0.454498173,-0.440759911,-0.427155501,-0.413846853,-0.40090021,-0.388319773,-0.376251647,-0.364689381,-0.353470135,-0.34266269,-0.332305695,-0.322379515,0.389776471,0.819117647,1.286470588,1.799882353,2.365647059,2.991176471,3.684705882,4.455176471,5.312235294,6.265294118,7.323294118,8.493647059,9.781294118,11.18752941,12.70941176,14.34235294,16.07411765,17.89294118,19.78705882,21.72,23.64235294,25.58705882,27.54235294,29.47294118,31.36941176,33.24941176,35.08352941,36.84235294,38.56235294,40.24352941
87,20,2.1,1.5,-0.448316971,-0.445181295,-0.4376642,-0.429518404,-0.42112738,-0.412525421,-0.403742498,-0.394694924,-0.385473439,-0.376135227,-0.366712129,-0.357234539,-0.347787951,-0.33835822,-0.328989131,-0.319823706,-0.310896682,-0.302211603,-0.293745723,-0.285576394,-0.2776767,-0.27008411,-0.262709285,-0.255678266,-0.248729746,-0.241998769,-0.235405245,-0.229148062,-0.223141921,-0.217495666,1.618,3.3381,5.148,7.0561,9.065,11.176,13.391,15.708,18.127,20.645,23.258,25.962,28.751,31.619,34.555,37.414,40.256,43.127,45.96,48.711,51.453,54.145,56.727,59.284,61.8,64.255,66.645,68.894,71.102,73.251
89,6,0.8,0.6,-0.471155129,-0.467222407,-0.462591687,-0.45783946,-0.453060816,-0.448074465,-0.442972136,-0.437794357,-0.432438039,-0.427061452,-0.42151799,-0.415866533,-0.410155409,-0.404482767,-0.398579684,-0.392643074,-0.386606512,-0.380561215,-0.37463941,-0.368746458,-0.362861226,-0.35704759,-0.351306176,-0.345735131,-0.340046291,-0.334408619,-0.328893554,-0.323552036,-0.318305552,-0.313135141,1.833933333,3.730333333,5.689666667,7.713333333,9.803,11.96,14.18533333,16.47966667,18.844,21.27833333,23.783,26.35766667,29.002,31.71533333,34.49666667,37.24,39.91333333,42.60333333,45.3,48.03333333,50.65,53.26,55.85666667,58.46333333,60.96333333,63.37666667,65.77666667,68.17,70.56333333,72.94666667
90,13,1,0.7,-0.437911665,-0.42545916,-0.410492207,-0.394672178,-0.378259398,-0.361456037,-0.344581411,-0.327829264,-0.311435652,-0.295548377,-0.280331422,-0.265868478,-0.252176074,-0.239303373,-0.227217721,-0.215918485,-0.205520362,-0.195811608,-0.186816746,-0.178453846,-0.170705443,-0.163406278,-0.156526682,-0.150131402,-0.14432,-0.138918151,-0.133842384,-0.129104887,-0.124555915,-0.120237912,1.290430769,2.724615385,4.306307692,6.042461538,7.933538462,9.974461538,12.15553846,14.46261538,16.87846154,19.38769231,21.96923077,24.61076923,27.29692308,30.01538462,32.75538462,35.46153846,38.10769231,40.70769231,43.22461538,45.68615385,48.02923077,50.27384615,52.44,54.49692308,56.39538462,58.22307692,59.94,61.46923077,62.87076923,64.16923077
94,8,1.6,0.5,-0.068286036,-0.06485625,-0.061525,-0.0583,-0.05516,-0.0521125,-0.049155327,-0.046278125,-0.043488527,-0.040779539,-0.038160825,-0.035584816,-0.033711538,-0.032535714,-0.03185,-0.031515625,-0.031294118,-0.031277778,-0.031407895,-0.0315375,-0.031583333,-0.031772727,-0.031858696,-0.03171875,-0.0316,-0.031605769,-0.031509259,-0.031758929,-0.032002759,-0.032244354,7.14175,14.3025,21.4725,28.65,35.83,43.01,50.185,57.355,64.5125,71.66,78.79,85.9,92.675,99.0875,105.1825,110.9475,116.5525,121.8475,126.8425,131.725,136.465,140.8325,145.045,149.035,152.635,155.8625,158.7,161.1525,163.395,165.2525
95,18,0.3,1.8,-0.527268442,-0.593681708,-0.622417336,-0.639297659,-0.651522561,-0.660151627,-0.666101695,-0.669911259,-0.672305795,-0.675294248,-0.679339594,-0.684666667,-0.692017776,-0.699849218,-0.708428381,-0.71797667,-0.728322985,-0.738483427,-0.74430735,-0.738747847,-0.721751323,-0.699237374,-0.675183575,-0.651342593,-0.628195556,-0.60615812,-0.585279835,-0.565630159,-0.547084291,-0.529603704,0.004197778,0.009853111,0.015671111,0.021785556,0.028626667,0.036158889,0.044404444,0.053947778,0.065172222,0.078014444,0.093162222,0.111444444,0.133,0.161488889,0.199511111,0.253333333,0.335955556,0.476311111,0.731511111,1.146111111,1.671111111,2.239888889,2.822222222,3.406888889,3.990222222,4.570111111,5.145666667,5.716444444,6.282222222,6.842888889
96,13,2.1,2.1,-0.549630086,-0.553015849,-0.552028309,-0.550542349,-0.549127612,-0.547589744,-0.546135924,-0.544623966,-0.543032997,-0.541292308,-0.539669884,-0.537940762,-0.53608284,-0.534322453,-0.532434096,-0.530553953,-0.528536519,-0.526497991,-0.524457402,-0.522318818,-0.520076202,-0.517298545,-0.514215949,-0.511039169,-0.507932796,-0.504861826,-0.501814815,-0.498857017,-0.495882197,-0.49274723,1.094415385,2.216153846,3.357538462,4.522,5.710307692,6.922769231,8.160461538,9.423538462,10.71307692,12.02953846,13.37369231,14.74615385,16.14769231,17.57846154,19.04,20.53384615,22.05846154,23.61538462,25.20461538,26.82923077,28.47692308,30.05692308,31.60461538,33.14307692,34.70461538,36.29538462,37.89846154,39.50461538,41.12923077,42.75384615
97,10,0.2,0.2,-0.444731105,-0.29745,-0.210106667,-0.15975,-0.127554898,-0.1053,-0.089064777,-0.076707671,-0.067014776,-0.0592,-0.052781818,-0.047416667,-0.042846154,-0.038914286,-0.035533333,-0.03255,-0.029917647,-0.027577778,-0.025484211,-0.02356,-0.021733333,-0.020279975,-0.019165217,-0.018201517,-0.017321386,-0.016469231,-0.015650693,-0.0149,-0.014206897,-0.01354,0.037342,0.112854,0.198152,0.28432,0.37,0.455,0.53916,0.62246,0.7049,0.7865,0.86724,0.94714,1.02624,1.1045,1.18196,1.25862,1.3345,1.4096,1.48394,1.55726,1.62576,1.67958,1.70988,1.73064,1.74934,1.7683,1.7868,1.80496,1.82282,1.84042
98,6,1.1,0.2,0.057563333,0.059433333,0.061144444,0.062758333,0.064275715,0.065707461,0.067061905,0.068347152,0.069515944,0.070664311,0.071753227,0.072769692,0.073710389,0.074611942,0.074584408,0.074108798,0.073299353,0.07213479,0.070741975,0.06923846,0.067862244,0.06639903,0.065097073,0.063996112,0.063169821,0.062732282,0.062611056,0.062691896,0.062534467,0.061596536,7.887666667,15.744,23.56266667,31.342,39.08,46.77,54.41333333,62.01,69.55666667,77.05,84.49,91.88,99.21,106.4633333,113.1133333,119.4566667,125.43,130.99,136.2033333,141.0066667,145.52,149.63,153.5733333,157.2066667,160.2666667,162.9433333,165.4166667,167.62,169.32,170.6466667
99,21,1.1,2.1,-0.597189492,-0.62310335,-0.63008917,-0.631248364,-0.631283321,-0.631344231,-0.631519521,-0.631698607,-0.63171093,-0.631454147,-0.630915072,-0.630021427,-0.628686543,-0.626792055,-0.624257505,-0.620865476,-0.616504202,-0.611037037,-0.604350877,-0.596357143,-0.587151345,-0.576765228,-0.565394012,-0.553241398,-0.540557736,-0.527502839,-0.514257999,-0.50110548,-0.488127689,-0.475443665,0.137219048,0.289438095,0.450533333,0.624247619,0.81272381,1.018,1.24247619,1.489047619,1.761238095,2.063238095,2.400190476,2.778095238,3.204095238,3.68647619,4.234857143,4.859809524,5.572095238,6.382285714,7.298571429,8.326285714,9.464095238,10.70666667,12.04285714,13.46095238,14.94380952,16.45714286,17.97809524,19.51333333,21.06,22.6
100,15,0.7,0.2,-0.090638752,-0.060149323,-0.0412,-0.028465718,-0.019227179,-0.012333607,-0.007066667,-0.002883333,0.000503704,0.003266667,0.005587879,0.007544444,0.009220513,0.010666667,0.011918941,0.013007249,0.013983217,0.014880379,0.015655042,0.016265582,0.016570376,0.016545455,0.016347826,0.016111111,0.015892486,0.015794872,0.015753086,0.015714286,0.015770115,0.015911111,1.772933333,3.707333333,5.6952,7.695466667,9.692933333,11.6784,13.648,15.60133333,17.536,19.45066667,21.348,23.22533333,25.08533333,26.92533333,28.74666667,30.54933333,32.33333333,34.072,35.78133333,37.37866667,38.74133333,39.71733333,40.34933333,40.84133333,41.30666667,41.768,42.21733333,42.65733333,43.08666667,43.50533333
102,12,1.7,1.7,-0.548931909,-0.551295725,-0.54974171,-0.548014831,-0.546160512,-0.54426794,-0.542361987,-0.540402041,-0.538407407,-0.536193968,-0.534009998,-0.531745591,-0.529419305,-0.526996786,-0.524450122,-0.521891273,-0.519260929,-0.516581798,-0.513770722,-0.510763976,-0.50733894,-0.503665834,-0.499963773,-0.496222747,-0.492400027,-0.488610613,-0.484753054,-0.480798429,-0.476738281,-0.472692436,1.042583333,2.1155,3.213666667,4.339833333,5.495,6.680333333,7.896666667,9.145,10.4265,11.742,13.09283333,14.47983333,15.904,17.36666667,18.86833333,20.41166667,21.995,23.62166667,25.29166667,26.99833333,28.66,30.29,31.94333333,33.61333333,35.29166667,37.00166667,38.74333333,40.46833333,42.16333333,43.86
